claim_id,category,claim,value,unit,experiment_version,dataset_split,model,precision,runtime,hardware,source_file,source_location,verification_status,notes
Q-DISK-180,artifact_size,Actual saved artifact disk bytes,93945147,bytes,filename-specific,not applicable,qat_w4a16_epoch_8,not inferred,,,checkpoints/checkpoints_w4a16/qat_w4a16_epoch_8.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-181,artifact_size,Actual saved artifact disk bytes,93945147,bytes,filename-specific,not applicable,qat_w4a16_epoch_9,not inferred,,,checkpoints/checkpoints_w4a16/qat_w4a16_epoch_9.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-182,artifact_size,Actual saved artifact disk bytes,1314917,bytes,filename-specific,not applicable,projection_head_epoch_1,not inferred,,,checkpoints/vlm_projection/projection_head_epoch_1.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-183,artifact_size,Actual saved artifact disk bytes,1314925,bytes,filename-specific,not applicable,projection_head_epoch_10,not inferred,,,checkpoints/vlm_projection/projection_head_epoch_10.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-184,artifact_size,Actual saved artifact disk bytes,1314925,bytes,filename-specific,not applicable,projection_head_epoch_11,not inferred,,,checkpoints/vlm_projection/projection_head_epoch_11.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-185,artifact_size,Actual saved artifact disk bytes,1314925,bytes,filename-specific,not applicable,projection_head_epoch_12,not inferred,,,checkpoints/vlm_projection/projection_head_epoch_12.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-186,artifact_size,Actual saved artifact disk bytes,1314925,bytes,filename-specific,not applicable,projection_head_epoch_13,not inferred,,,checkpoints/vlm_projection/projection_head_epoch_13.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-187,artifact_size,Actual saved artifact disk bytes,1314925,bytes,filename-specific,not applicable,projection_head_epoch_14,not inferred,,,checkpoints/vlm_projection/projection_head_epoch_14.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-188,artifact_size,Actual saved artifact disk bytes,1314925,bytes,filename-specific,not applicable,projection_head_epoch_15,not inferred,,,checkpoints/vlm_projection/projection_head_epoch_15.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-189,artifact_size,Actual saved artifact disk bytes,1314925,bytes,filename-specific,not applicable,projection_head_epoch_16,not inferred,,,checkpoints/vlm_projection/projection_head_epoch_16.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-190,artifact_size,Actual saved artifact disk bytes,1314925,bytes,filename-specific,not applicable,projection_head_epoch_17,not inferred,,,checkpoints/vlm_projection/projection_head_epoch_17.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-191,artifact_size,Actual saved artifact disk bytes,1314925,bytes,filename-specific,not applicable,projection_head_epoch_18,not inferred,,,checkpoints/vlm_projection/projection_head_epoch_18.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-192,artifact_size,Actual saved artifact disk bytes,1314925,bytes,filename-specific,not applicable,projection_head_epoch_19,not inferred,,,checkpoints/vlm_projection/projection_head_epoch_19.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-193,artifact_size,Actual saved artifact disk bytes,1314917,bytes,filename-specific,not applicable,projection_head_epoch_2,not inferred,,,checkpoints/vlm_projection/projection_head_epoch_2.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-194,artifact_size,Actual saved artifact disk bytes,1314925,bytes,filename-specific,not applicable,projection_head_epoch_20,not inferred,,,checkpoints/vlm_projection/projection_head_epoch_20.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-195,artifact_size,Actual saved artifact disk bytes,1314917,bytes,filename-specific,not applicable,projection_head_epoch_3,not inferred,,,checkpoints/vlm_projection/projection_head_epoch_3.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-196,artifact_size,Actual saved artifact disk bytes,1314917,bytes,filename-specific,not applicable,projection_head_epoch_4,not inferred,,,checkpoints/vlm_projection/projection_head_epoch_4.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-197,artifact_size,Actual saved artifact disk bytes,1314917,bytes,filename-specific,not applicable,projection_head_epoch_5,not inferred,,,checkpoints/vlm_projection/projection_head_epoch_5.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-198,artifact_size,Actual saved artifact disk bytes,1314917,bytes,filename-specific,not applicable,projection_head_epoch_6,not inferred,,,checkpoints/vlm_projection/projection_head_epoch_6.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-199,artifact_size,Actual saved artifact disk bytes,1314917,bytes,filename-specific,not applicable,projection_head_epoch_7,not inferred,,,checkpoints/vlm_projection/projection_head_epoch_7.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-200,artifact_size,Actual saved artifact disk bytes,1314917,bytes,filename-specific,not applicable,projection_head_epoch_8,not inferred,,,checkpoints/vlm_projection/projection_head_epoch_8.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-201,artifact_size,Actual saved artifact disk bytes,1314917,bytes,filename-specific,not applicable,projection_head_epoch_9,not inferred,,,checkpoints/vlm_projection/projection_head_epoch_9.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-HEAD-V3-COS,quantization,v3 full-head tensor cosine similarity,.9995,see claim,multiple; keep separate,see source,see source,see source,,,docs/EXPERIMENTS.md,366–370,VERIFIED_DOC_ONLY,Original output/log and fullhead v3 artifact missing
Q-HEAD-V3-DET,quantization,v3 full-head detections,0,see claim,multiple; keep separate,see source,see source,see source,,,docs/EXPERIMENTS.md,369–370,VERIFIED_DOC_ONLY,No frame IDs/raw confidence/count records
Q-HEAD-V3-REC,quantization,v3 excluded-head box match,11/12,see claim,multiple; keep separate,see source,see source,see source,,,docs/EXPERIMENTS.md,366,VERIFIED_DOC_ONLY,Matching criterion and raw boxes missing
Q-HEAD-V4-PAR,quantization,v4 fp32/full/excluded avg detection,1.7/0.0/1.7,see claim,multiple; keep separate,see source,see source,see source,,,docs/EXPERIMENTS.md,390–397,VERIFIED_DOC_ONLY,25 val frames stated; no saved evaluation output
Q-DFL,quantization,YOLO26 keeps DFL based on dfl_loss,graph contradicts documentation,see claim,multiple; keep separate,see source,see source,see source,,,docs/EXPERIMENTS.md;model_space/yolo_v4_signs_fp32.onnx,399; graph /model.23 final box Conv,CONFLICT,Final box channels 4; no DFL integral; two Softmax nodes are attention outside head
Q-OCR,quantization,OCR FP32/W8/W4/1-bit Top-1,98.5/98.4/54.6/0.3,see claim,multiple; keep separate,see source,see source,see source,,,docs/EXPERIMENTS.md;src/pipeline/eval_e2e.py,96–104;105–113,VERIFIED_DOC_ONLY,Hardcoded constants and docs are not evaluator output
Q-TS,quantization,TrafficSign FP32 saved val_acc,.628099173553719,see claim,multiple; keep separate,see source,see source,see source,,,model_space/traffic_sign_net_best.pth,checkpoint.val_acc;epoch=49;num_classes=43,VERIFIED_RAW,"Stored scalar; weights_only=True read, no inference"
Q-TSQ,quantization,TrafficSign W8/W4/1-bit Top-1,63.2/49.2/12.8,see claim,multiple; keep separate,see source,see source,see source,,,docs/EXPERIMENTS.md,96–104,VERIFIED_DOC_ONLY,Raw quantized evaluation missing
Q-SIZE-TOTAL,quantization,FP32 22.3 / INT8 11.7 total MB,47.753972/12.499215 current E0/all-static MB,see claim,multiple; keep separate,see source,see source,see source,,,README.md;model_space/,54; sizes table quantization_evidence.md,CONFLICT,11.7 is detector only; file versions/precision families must remain separate
Q-METHOD-A,quantization,W8A8/W4A16 naming implies quantized activations,weight-only fake quant + FLOAT graph,see claim,multiple; keep separate,see source,see source,see source,,,src/quant/quantize_yolo.py;src/quant/quantize_recognizers.py,137–159;185–209;56–95,CONFLICT,Do not label these exports actual W8A8 or A16 execution
Q-METHOD-HEAD,quantization,_is_quantizable excludes whole detect head,only dfl/detect name keywords,see claim,multiple; keep separate,see source,see source,see source,,,src/quant/quantize_yolo.py,52–58,CONFLICT,cv2/cv3 module names are not excluded by model.22 prefix despite comment
Q-REID,quantization,ReID quantization initialization,new SimpleReIDNet without checkpoint load,see claim,multiple; keep separate,see source,see source,see source,,,src/quant/quantize_reid.py,30–49,VERIFIED_RAW,Static implementation only; not proof artifact provenance
Q-CAUSE,quantization,Activation-only cause confirmed,not isolated,see claim,multiple; keep separate,see source,see source,see source,,,docs/EXPERIMENTS.md;scripts/analyze_quant_collapse.py,383–399;73–176,MISSING,Weight SQNR and synthetic examples cannot isolate activation cause
Q-REC-COMP,quantization,GTSDB43 vs Korean14 accuracy comparison,62.8 vs80.3,see claim,multiple; keep separate,see source,see source,see source,,,docs/EXPERIMENTS.md,209–213,NOT_COMPARABLE,Different dataset and class taxonomy
