frame,image_rel,gt_with_fine_label,v3_fp32+rec_fp32:tracks,v3_fp32+rec_fp32:matched,v3_fp32+rec_fp32:correct,v3_fp32+rec_fp16:tracks,v3_fp32+rec_fp16:matched,v3_fp32+rec_fp16:correct,v3_fp32+rec_int8_full:tracks,v3_fp32+rec_int8_full:matched,v3_fp32+rec_int8_full:correct,v3_fp16+rec_fp32:tracks,v3_fp16+rec_fp32:matched,v3_fp16+rec_fp32:correct,v3_fp16+rec_fp16:tracks,v3_fp16+rec_fp16:matched,v3_fp16+rec_fp16:correct,v3_fp16+rec_int8_full:tracks,v3_fp16+rec_int8_full:matched,v3_fp16+rec_int8_full:correct,v3_int8_head_excl+rec_fp32:tracks,v3_int8_head_excl+rec_fp32:matched,v3_int8_head_excl+rec_fp32:correct,v3_int8_head_excl+rec_fp16:tracks,v3_int8_head_excl+rec_fp16:matched,v3_int8_head_excl+rec_fp16:correct,v3_int8_head_excl+rec_int8_full:tracks,v3_int8_head_excl+rec_int8_full:matched,v3_int8_head_excl+rec_int8_full:correct,v3_int8_head_excl_fbias+rec_fp32:tracks,v3_int8_head_excl_fbias+rec_fp32:matched,v3_int8_head_excl_fbias+rec_fp32:correct,v3_int8_head_excl_fbias+rec_fp16:tracks,v3_int8_head_excl_fbias+rec_fp16:matched,v3_int8_head_excl_fbias+rec_fp16:correct,v3_int8_head_excl_fbias+rec_int8_full:tracks,v3_int8_head_excl_fbias+rec_int8_full:matched,v3_int8_head_excl_fbias+rec_int8_full:correct,v3_int8_full+rec_fp32:tracks,v3_int8_full+rec_fp32:matched,v3_int8_full+rec_fp32:correct,v3_int8_full+rec_fp16:tracks,v3_int8_full+rec_fp16:matched,v3_int8_full+rec_fp16:correct,v3_int8_full+rec_int8_full:tracks,v3_int8_full+rec_int8_full:matched,v3_int8_full+rec_int8_full:correct
98,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13774815.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
99,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13774821.jpg,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13774827.jpg,5,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
101,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13775472.jpg,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
102,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13775478.jpg,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
103,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13775484.jpg,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
104,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13775491.jpg,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
105,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13775497.jpg,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
106,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13776817.jpg,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
107,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13776823.jpg,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
108,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13776829.jpg,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
109,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13776835.jpg,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
110,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13776841.jpg,3,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
111,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13806322.jpg,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13806328.jpg,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13806336.jpg,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,5,4,5,5,4,5,5,4,5,5,4,5,5,4,0,0,0,0,0,0,0,0,0
114,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13806347.jpg,4,5,3,2,5,3,2,5,3,2,5,3,2,5,3,2,5,3,2,5,3,2,5,3,2,5,3,2,5,3,2,5,3,2,5,3,2,0,0,0,0,0,0,0,0,0
115,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13806353.jpg,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,0,0,0,0,0,0,0,0,0
116,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13806359.jpg,4,4,4,1,4,4,1,4,4,1,4,4,1,4,4,1,4,4,1,4,4,3,4,4,3,4,4,3,4,4,2,4,4,2,4,4,2,0,0,0,0,0,0,0,0,0
117,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13806366.jpg,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
118,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13806372.jpg,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
119,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13806444.jpg,7,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,0,0,0,0,0,0,0,0,0
120,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13806451.jpg,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0
121,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13806458.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
122,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13806465.jpg,3,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
123,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13806479.jpg,4,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,3,2,4,3,2,4,3,2,4,3,2,4,3,2,4,3,2,0,0,0,0,0,0,0,0,0
124,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13806485.jpg,5,4,3,2,4,3,2,4,3,2,4,3,2,4,3,2,4,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,0,0,0,0,0,0,0,0,0
125,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13806492.jpg,5,5,4,2,5,4,2,5,4,2,5,4,2,5,4,2,5,4,2,5,4,2,5,4,2,5,4,2,5,4,2,5,4,2,5,4,2,0,0,0,0,0,0,0,0,0
126,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13812664.jpg,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0
127,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13812670.jpg,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0
128,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13812742.jpg,12,7,6,4,7,6,4,7,6,4,7,6,4,7,6,4,7,6,4,8,6,4,8,6,4,8,6,4,8,6,4,8,6,4,8,6,4,0,0,0,0,0,0,0,0,0
129,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13812749.jpg,5,5,3,2,5,3,2,5,3,2,5,3,2,5,3,2,5,3,2,4,2,2,4,2,2,4,2,2,4,2,2,4,2,2,4,2,2,0,0,0,0,0,0,0,0,0
130,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13812755.jpg,4,4,4,2,4,4,2,4,4,2,4,4,2,4,4,2,4,4,2,4,4,2,4,4,2,4,4,2,4,4,2,4,4,2,4,4,2,0,0,0,0,0,0,0,0,0
131,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13812761.jpg,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
132,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13812767.jpg,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
133,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13812833.jpg,1,3,1,1,3,1,1,3,1,1,3,1,1,3,1,1,3,1,1,3,1,1,3,1,1,3,1,1,3,1,1,3,1,1,3,1,1,0,0,0,0,0,0,0,0,0
134,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13812839.jpg,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0
135,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13812845.jpg,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
136,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13812852.jpg,7,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,0,0,0,0,0,0,0,0,0
137,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13812859.jpg,9,4,2,2,4,2,2,4,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,0,0,0,0,0,0,0,0,0
138,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13812898.jpg,6,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,0,0,0,0,0,0,0,0,0
139,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13812904.jpg,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0
140,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13812910.jpg,4,4,3,2,4,3,2,4,3,2,4,3,2,4,3,2,4,3,2,4,3,2,4,3,2,4,3,2,4,3,2,4,3,2,4,3,2,0,0,0,0,0,0,0,0,0
141,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13812916.jpg,3,3,2,1,3,2,1,3,2,1,3,2,1,3,2,1,3,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0
142,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13823814.jpg,5,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,0,0,0,0,0,0,0,0,0
143,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13823826.jpg,7,7,5,5,7,5,5,7,5,5,7,5,5,7,5,5,7,5,5,7,5,5,7,5,5,7,5,5,7,5,5,7,5,5,7,5,5,0,0,0,0,0,0,0,0,0
144,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13823840.jpg,2,3,1,0,3,1,0,3,1,0,3,1,0,3,1,0,3,1,0,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
145,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13823846.jpg,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,0,0,0,0,0,0,0,0,0
146,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13823853.jpg,11,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,7,8,8,7,8,8,7,8,8,7,8,8,7,0,0,0,0,0,0,0,0,0
147,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13823861.jpg,10,8,8,7,8,8,7,8,8,7,8,8,7,8,8,7,8,8,7,8,8,7,8,8,7,8,8,7,8,8,7,8,8,7,8,8,7,0,0,0,0,0,0,0,0,0
148,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13824220.jpg,13,9,8,5,9,8,5,9,8,5,9,8,5,9,8,5,9,8,5,9,7,5,9,7,5,9,7,5,9,7,5,9,7,5,9,7,5,0,0,0,0,0,0,0,0,0
149,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13824226.jpg,11,9,8,8,9,8,8,9,8,8,9,8,8,9,8,8,9,8,8,9,7,7,9,7,7,9,7,7,9,7,7,9,7,7,9,7,7,0,0,0,0,0,0,0,0,0
150,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13824232.jpg,10,9,8,8,9,8,8,9,8,8,9,8,8,9,8,8,9,8,8,9,8,8,9,8,8,9,8,8,9,8,8,9,8,8,9,8,8,0,0,0,0,0,0,0,0,0
151,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13824238.jpg,12,9,8,8,9,8,8,9,8,8,9,8,8,9,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0
152,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13824244.jpg,11,6,5,2,6,5,2,6,5,2,6,5,2,6,5,2,6,5,2,6,6,3,6,6,3,6,6,3,6,6,3,6,6,3,6,6,3,0,0,0,0,0,0,0,0,0
153,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13824483.jpg,11,9,9,8,9,9,8,9,9,8,9,9,8,9,9,8,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0
154,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13824489.jpg,11,9,9,8,9,9,8,9,9,8,9,9,8,9,9,8,9,9,8,9,9,8,9,9,8,9,9,8,9,9,8,9,9,8,9,9,8,0,0,0,0,0,0,0,0,0
155,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13824495.jpg,11,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0
156,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13824502.jpg,11,8,7,7,8,7,7,8,7,7,8,7,7,8,7,7,8,7,7,8,8,7,8,8,7,8,8,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0
157,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13824508.jpg,6,7,5,4,7,5,4,7,5,4,7,5,4,7,5,4,7,5,4,7,5,4,7,5,4,7,5,4,7,5,4,7,5,4,7,5,4,0,0,0,0,0,0,0,0,0
158,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13847715.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13847721.jpg,3,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
160,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13847727.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13847733.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13847739.jpg,3,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0
163,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13847746.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13847752.jpg,5,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0
165,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13847758.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13847764.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13847770.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
168,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13848055.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13848061.jpg,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
170,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13848068.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13848074.jpg,5,3,2,0,3,2,0,3,2,0,3,2,0,3,2,0,3,2,0,3,2,0,3,2,0,3,2,0,3,2,0,3,2,0,3,2,0,0,0,0,0,0,0,0,0,0
172,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13848080.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13848086.jpg,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13848144.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13852795.jpg,3,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
176,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13852801.jpg,2,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
177,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13852808.jpg,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
178,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13852814.jpg,4,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
179,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13852830.jpg,3,4,3,1,4,3,1,4,3,1,4,3,1,4,3,1,4,3,1,4,3,1,4,3,1,4,3,1,4,3,1,4,3,1,4,3,1,0,0,0,0,0,0,0,0,0
180,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13852836.jpg,3,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
181,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13852842.jpg,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
182,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13852989.jpg,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
183,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13852995.jpg,3,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
184,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13853001.jpg,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
185,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13853007.jpg,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
186,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13853013.jpg,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
187,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13853140.jpg,10,8,5,4,8,5,4,8,5,4,8,5,4,8,5,4,8,5,4,7,6,3,7,6,3,7,6,3,7,6,3,7,6,3,7,6,3,0,0,0,0,0,0,0,0,0
188,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13853147.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13853153.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
190,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13853161.jpg,5,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,0,0,0,0,0,0,0,0,0
191,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13862812.jpg,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
192,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13862873.jpg,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
193,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13862880.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
194,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13862886.jpg,3,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
195,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13862892.jpg,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
